featureNumber,network,superclass,class,subclass,Compound_Name,FSW,PPL,size
14509,1572,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,"(E)-4-[(1R,2S,3S,4R,8aS)-2,3,4-trihydroxy-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]but-3-en-2-one",93441.916,83771.821,4.923097956073364
14796,1176,Unknown,NA,NA,NA,103879.15,619925.36,5.792339402899054
14797,1176,Unknown,NA,NA,NA,103507.88500000001,560541.0333333333,5.748607409790877
14822,5704,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"MassbankEU:SM874701 Dydrogesterone|(8S,9R,10S,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one",34718.5965,80186.492,4.904101214369488
15179,12767,Unknown,NA,NA,NA,35920.844,108625.762,5.035932836004336
15180,12767,Unknown,NA,NA,NA,35920.844,107894.362,5.032998751297719
15339,1293,Benzenoids,NA,NA,NA,141827.045,344166.2866666667,5.5367683260969285
15472,6142,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,19988.1565,66768.726,4.824573089630989
15473,6142,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,56859.337,72711.186,4.861601228525791
15643,1293,Benzenoids,NA,NA,NA,124838.125,345066.95666666667,5.53790337359341
15800,444,Lipids and lipid-like molecules,NA,NA,NA,129706.065,474768.39999999997,5.676481805138631
15808,444,Lipids and lipid-like molecules,NA,NA,NA,64616.8125,205042.20799999998,5.311843269907815
15812,444,Lipids and lipid-like molecules,NA,NA,NA,34258.733,96792.83,4.985843187817027
16314,4999,Benzenoids,Benzene and substituted derivatives,Benzyl alcohols,"1-[4,5-bis(hydroxymethyl)-3-methoxy-2-methylphenoxy]-3-methylbutane-2,3-diol",32571.885000000002,93321.35333333333,4.9699810282457735
16342,5852,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,NA,67904.9935,118013.04666666666,5.071930022408903
16933,2629,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,0327_Tris(1-chloro-2-propyl)phosphate,3155133.7,8571951.666666666,6.93307971358781
16934,2629,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,0327_Tris(1-chloro-2-propyl)phosphate,1923700.8,7225246.166666667,6.858852648245711
17277,2629,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,2982844.9,8518354.666666666,6.930355718218317
17278,2629,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,1898241.75,7000775.333333333,6.845146140634491
17279,2629,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,77597.6065,228521.48333333334,5.358927034403874
17402,4650,Unknown,NA,NA,NA,5559.058,60107.90866666666,4.778931617831756
17558,2629,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,932267.725,2655862.6,6.424205603224089
17559,2629,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,608509.5,2278306.7666666666,6.357612200033189
17560,2629,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,47660.2655,219916.0833333333,5.342256992196144
17638,1512,Lipids and lipid-like molecules,NA,NA,NA,48268.023499999996,514611.3566666667,5.711479366179115
17656,486,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,NA,86175.5775,215779.37666666668,5.33400993419365
17659,3352,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,ingenol,104180.95499999999,472481.88666666666,5.674385163805067
17660,3352,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,ingenol,114898.785,766107.8933333333,5.884289936968902
18053,6746,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,"NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]",124780.91,404569.88666666666,5.606993553814901
18058,3352,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,"NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]",84900.53,695663.9066666666,5.842399471314913
18060,6746,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,"NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]",48728.867,1017341.7333333334,6.007466860466117
18069,3352,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,"NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]",238566.61,1031746.4233333333,6.013572972020702
18081,444,Lipids and lipid-like molecules,NA,NA,NA,21935.9565,70662.71166666667,4.849190299377819
18085,444,Lipids and lipid-like molecules,NA,NA,NA,63730.497,253866.01333333334,5.4046045629856945
18087,444,Lipids and lipid-like molecules,NA,NA,NA,53859.6055,196272.92666666667,5.2928603983765985
18090,444,Lipids and lipid-like molecules,NA,NA,NA,28083.785,109359.55466666666,5.03885673303194
20018,635,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,8868.0445,115228.09400000001,5.061558378233632
20026,635,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,4143.7437,129069.04000000001,5.110822079836842
20062,1293,Benzenoids,NA,NA,NA,565572.37,690563.4566666667,5.839203592565521
20063,1293,Benzenoids,NA,NA,NA,309162.15,381935.38666666666,5.581989898022712
20400,1293,Benzenoids,NA,NA,NA,551326.6699999999,640240.52,5.806343156617751
20401,1293,Benzenoids,NA,NA,NA,297642.925,349543.27999999997,5.543500957196047
20563,3352,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,54769.354999999996,277700.2,5.443576192529751
20570,1293,Benzenoids,NA,NA,NA,22188.0455,231609.04066666667,5.364755507710903
20576,3352,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,86504.84,461205.20666666667,5.663894201514766
20605,1293,Benzenoids,NA,NA,NA,39705.86,438327.56,5.641798777931237
21266,3352,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,"5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid",128606.51000000001,354786.4633333333,5.549967041227929
21285,3352,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,"5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid",58896.1305,370153.2766666667,5.568381598191958
21289,3352,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,"5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid",60637.678,603359.2033333334,5.780575941625842
21291,3352,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,"5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid",163247.785,560132.2166666667,5.748290552347694
22824,7808,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA,3490.7250000000004,195207.22,5.290495876589747
23642,635,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,44674.954,1061667.5,6.025988522842061
23983,583,Lipids and lipid-like molecules,NA,NA,NA,48413.9295,102862.12,5.012255470936011
24870,4305,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,77878.2375,45599.22066666667,4.658957420228941
24871,4305,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,187535.97,124668.76233333335,5.0957576479793705
24887,4305,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,ingenol,35015.8025,37530.799,4.574387810285646
24894,4305,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,32459.912,315206.5066666667,5.4985951738564225
24897,4305,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,22733.4785,246493.84333333332,5.391806076393161
25196,635,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,104465.965,2235809.1,6.349434719448773
25198,635,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,233706.78999999998,4446366.066666666,6.648005215040607
25201,635,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,17186.2315,136832.54866666667,5.13618941627991
25293,9262,Lipids and lipid-like molecules,Prenol lipids,NA,NA,80075.53,167819.12666666668,5.224841456685844
25296,1512,Lipids and lipid-like molecules,NA,NA,NA,29918.3295,254788.79333333333,5.406180322012891
25300,9262,Lipids and lipid-like molecules,Prenol lipids,NA,NA,51535.8315,167445.70666666667,5.223874016642208
25314,5704,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,11-alpha-Acetoxyprogesterone,39302.4565,69275.86666666667,4.840581967672553
27096,11030,Lipids and lipid-like molecules,Steroids and steroid derivatives,Oxosteroids,NA,5057.75145,313007.9766666667,5.495555405208353
27099,11030,Lipids and lipid-like molecules,Steroids and steroid derivatives,Oxosteroids,NA,4745.7072499999995,256396.22333333333,5.408911623820364
27798,8997,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,15553.519,66662.65333333334,4.823882595629526
28958,13490,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,16131.8685,86761.90666666668,4.938329087437516
28963,13490,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,36643.9555,44434.924666666666,4.647724448218057
30869,617,Lipids and lipid-like molecules,NA,NA,NA,18025.201500000003,60390.414333333334,4.7809680092748685
30876,6481,Unknown,NA,NA,NA,95541.24299999999,1175665.82,6.070283892186732
31423,635,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,7922.8045,70705.154,4.849451072526406
32430,1198,Unknown,NA,NA,NA,5252.6704,43800.65266666666,4.641480581906383
32433,1198,Unknown,NA,NA,NA,7149.61775,50239.67833333333,4.701046850106019
32454,1198,Unknown,NA,NA,NA,9397.0275,84885.862,4.928835363192372
32766,8612,Unknown,NA,NA,NA,144685.975,178424.95333333334,5.251455591840184
32782,8612,Unknown,NA,NA,NA,58579.4115,95112.37666666666,4.978237033954229
32908,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,11201.756,237676.5133333333,5.375986267829601
32909,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,10591.933,174919.09,5.242837209302785
33138,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,15852.9335,3350193.9,6.525069943533287
33139,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,0,941709.1833333333,5.973916805581164
33453,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,14394.0575,94283.384,4.974435161741045
33457,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,2945.557,432542.51,5.636028796081033
33459,5704,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,NA,9930.0388,382383.07333333336,5.58249865943923
33465,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,B21A21,199904.07749999998,20048968,7.302092022669905
33467,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,B21A21,25527.011,20515739.2,7.312087169594301
33468,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,B21A21,498815.42000000004,79515570,7.900452176493042
33475,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,89366.291,34003.38133333333,4.531522105906707
33794,7694,Organosulfur compounds,Thioethers,Aryl thioethers,NA,370573.03,987872.4666666667,5.994700881229353
33795,7694,Organosulfur compounds,Thioethers,Aryl thioethers,NA,87263.185,243589.18333333332,5.386657999383892
33796,7694,Organosulfur compounds,Thioethers,Aryl thioethers,NA,62713.944,689799.35,5.838722780794569
34813,10261,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,15270.6905,92180.16533333334,4.964637482735019
35331,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,51143.024999999994,132603.83733333333,5.122556092006751
35363,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,7073.5867,519091.99333333335,5.715244330211986
35364,617,Lipids and lipid-like molecules,NA,NA,NA,4048.3398500000003,145195.235,5.161952363973147
35365,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,B21A19,25488.120000000003,618542.2666666667,5.79136938149614
35366,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,B21A19,2515.16795,321479.44666666666,5.507153212144884
35367,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,B21A19,19522.826,812677.02,5.90991797941778
35368,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,B21A19,16264.7,207022.2083333333,5.316016936950969
35371,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,0,153498.402,5.1861038586002115
35372,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,B21A19,700.48305,106962.20999999999,5.029230367523277
35687,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,1053.34865,228320.12333333335,5.358544190366628
35688,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,4206.63815,295602.73333333334,5.470708445507956
35690,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,1067.9148,194561.58000000002,5.289057084435235
35692,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,6310.830800000001,457453.7166666667,5.660347160450368
35693,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,5124.21715,394551.825,5.5961040565524724
35694,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,2382.0003500000003,134283.335,5.12802211865068
35695,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,4948.9678,292947.87333333335,5.46679034957702
35971,11514,Unknown,NA,NA,NA,707.8235,95950.091,4.982045390960798
36000,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Axistatin1/2,0,291228.92,5.464234499668407
36002,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Axistatin1/2,0,675559.27,5.829663457732195
36004,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Axistatin1/2,0,391577.54000000004,5.592817773698518
36005,11514,Unknown,NA,NA,B21A03,4342.455550000001,830234.583,5.919200819735411
36555,1156,Unknown,NA,NA,NA,51658.897,101234.275,5.005327576962203
36565,1156,Unknown,NA,NA,NA,73719.864,58825.261666666665,4.769563867682087
36583,1156,Unknown,NA,NA,NA,3182.5773500000005,226406.71666666667,5.354889306650515
36584,1156,Unknown,NA,NA,NA,134989.905,395972.43,5.597664948764678
37298,3891,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,NA,6841.26915,248993.08666666667,5.3961872890065825
37299,3891,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,NA,6841.26915,226124.37333333332,5.354347376293509
37564,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,91377.805,78364.519,4.894119472245813
37567,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,79361.26699999999,117736.589,5.070911449516439
37580,19,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,13832.7683,68463.536,4.8354593257926615
37582,19,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,18442.6025,91968.761,4.96364033572386
37594,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,701.3257,345777.5233333333,5.538796759297758
37595,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,18738.583,926506.4166666666,5.966848431440427
37596,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,3266.5733,561840.9333333333,5.749613376861277
37597,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,3266.5733,589294.26,5.770332210885635
37785,7744,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,NA,27893.7965,126044.36333333333,5.100523428925871
37862,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,753.27765,149559.73866666667,5.1748146976180225
37904,1198,Unknown,NA,NA,NA,48214.0815,63053.45366666667,4.799708879446724
37908,1198,Unknown,NA,NA,NA,20674.5235,115643.16333333333,5.063119962965941
37940,1198,Unknown,NA,NA,NA,75855.773,290078.6433333333,5.462515755607525
37941,1198,Unknown,NA,NA,NA,69232.1715,185545.45233333332,5.268450314380074
38030,4251,Unknown,NA,NA,NA,104829.347,98097.71,4.991658869296649
38069,4251,Unknown,NA,NA,NA,4712.532,3874572.2,6.588223758084707
38177,2161,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,75282.938,191461.8,5.28208213755215
38331,577,Lipids and lipid-like molecules,NA,NA,NA,71308.4235,44377.757,4.6471653477576345
38350,577,Lipids and lipid-like molecules,NA,NA,NA,26808.022,36292.386,4.5598155213163
39207,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,4234.369,321533.7416666667,5.507226554400933
39213,413,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,1386.28205,168521.91333333333,5.226656381296203
39779,11796,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,22913.941,226692.13666666666,5.355436455894035
39824,617,Lipids and lipid-like molecules,NA,NA,NA,21999.971,58999.77066666666,4.770850323533758
40003,3891,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14,0,79661.66433333333,4.901249375676523
40192,1117,Phenylpropanoids and polyketides,NA,NA,NA,6350.380499999999,155357.68166666667,5.191332731829595
40219,577,Lipids and lipid-like molecules,NA,NA,NA,20019.3975,39887.36833333333,4.600835383614575
40856,577,Lipids and lipid-like molecules,NA,NA,NA,93062.42,185434.74333333335,5.268191107501723
41675,6798,Benzenoids,Naphthalenes,Nitronaphthalenes,NA,0,5773839.2,6.761464684718737
41751,617,Lipids and lipid-like molecules,NA,NA,NA,86525.997,28956.426666666666,4.4617449672385545
41892,3912,Unknown,NA,NA,NA,48814.918,768700.4713333333,5.885757147359632
42579,577,Lipids and lipid-like molecules,NA,NA,NA,135928.07,245483.96333333332,5.3900231263436105
42590,10263,Organoheterocyclic compounds,Naphthopyrans,NA,NA,34002.402,101968.42633333334,5.008465716939053
42768,1117,Phenylpropanoids and polyketides,NA,NA,NA,35387.9,1612515.0466666666,6.207503775805796
42769,1117,Phenylpropanoids and polyketides,NA,NA,NA,30479.113,830285.684,5.91922754977029
42863,3912,Unknown,NA,NA,NA,26197.052000000003,855716.2166666667,5.932329762376244
43723,577,Lipids and lipid-like molecules,NA,NA,NA,153190.155,257847.78333333335,5.41136340221456
44009,2538,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,16042.8935,854635.4366666666,5.931780896472894
44499,577,Lipids and lipid-like molecules,NA,NA,NA,114560.01000000001,271683.0933333333,5.434062613388466
44721,3912,Unknown,NA,NA,NA,8330.08475,293379.29333333333,5.467429458149325
44888,217,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,11247.7565,43760.616,4.641083426751287
44890,217,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,10701.672999999999,58151.37066666667,4.76455995579627
44893,217,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,10245.3887,178549.24333333332,5.25175801405356
44921,577,Lipids and lipid-like molecules,NA,NA,NA,94129.995,187598.18666666668,5.2732286361514324
45048,1199,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,NA,0,5216027.046666667,6.717339834677015
45128,11716,Organic acids and derivatives,NA,NA,NA,21374.957000000002,360161.94,5.556497816975153
45294,577,Lipids and lipid-like molecules,NA,NA,NA,56852.49,144680.05333333334,5.1604086601833625
45461,11716,Organic acids and derivatives,NA,NA,NA,1271.15525,180851.99333333332,5.257323299876164
45462,11716,Organic acids and derivatives,NA,NA,NA,1553.3949,213527.9233333333,5.329454676347551
45577,577,Lipids and lipid-like molecules,NA,NA,NA,35059.995,108271.09999999999,5.0345125490956315
45732,577,Lipids and lipid-like molecules,NA,NA,NA,11064.9138,81143.26,4.90925245187176
